GIS_ASSET_WMID,PIPE_MATERIAL,INSTALLATI_YR,Shape_LENGTH,PIPE_DIAMETER,IN_USE,SOURCE,soil_ph,mean_low_temp,soil_moisture_index
WM04308-C,CIP,S21.5,9.050233953668794,14.0,TRUE,RECORDS,7.1080298345554045,7.608512392342272,2.6678603684658526
WM01438-P,PVC,H17.6,150.98214379118872,10.0,TRUE,RECORDS,7.617482279515068,5.823649226331691,3.474148782152495
WM10027-A,ACON,S25.5,156.13058638426446,6.0,TRUE,ASBUILT,7.9927827048940046,6.8430679821933404,5.385292039485474
WM03721-C,CIP,S20.11,8.652397418722103,4.0,TRUE,RECORDS,7.2135838142726385,6.10542869891202,1.9854875277214319
WM10135-C,CIP,T14.6,179.15332209796907,10.0,TRUE,RECORDS,7.662646221966596,7.8073860904607955,8.183058017502587
WM07127-A,ACON,S35.3,382.23243605900643,4.0,TRUE,RECORDS,6.894357810082783,7.389979661179757,5.012719900187181
WM10166-D,DUC(G),H2.4,30.96236175107333,8.0,TRUE,RECORDS,7.0815442143695675,6.851737866925224,6.262954163347478
WM05261-D,DUC(K),S61.3,296.5490055024493,6.0,TRUE,RECORDS,6.461349818375122,7.391700026804008,4.309133190149509
WM01450-C,CIP,S17.4,191.93745038733323,4.0,TRUE,RECORDS,6.705201236026021,7.696363026274366,9.37391376610658
WM00865-C,CIP,S2.3,168.9143843586644,14.0,TRUE,RECORDS,6.023974726313579,7.676708873139851,4.331188848067547
WM08688-C,CIP,T8.4,264.8538681633654,8.0,TRUE,GIS_MERGE,7.074005877234991,5.970934919679871,3.102862869153118
WM14394-P,PVC,S41.6,171.39929666739044,10.0,TRUE,RECORDS,8.34083978034211,6.709705673337204,7.293331339753208
WM06778-A,PVC,H24.1,3.640224684117129,8.0,TRUE,RECORDS,8.877354482856244,4.810918538233208,7.636751380180147
WM08461-D,DUC(G),S63.7,18.449975522402383,12.0,TRUE,RECORDS,6.740161394246714,7.083981838912933,3.112135015802587
WM13514-D,DUC(K),H19.12,62.135229660751065,6.0,TRUE,RECORDS,4.92003364937014,3.149611700756933,6.534437515401073
WM13348-C,CIP,S26.2,428.7916040419732,10.0,TRUE,RECORDS,7.85188007427611,4.9655192915688735,6.738269591745726
WM08996-D,DUC(G),H3.3,97.98621395253576,6.0,TRUE,RECORDS,6.8776999710187985,7.617645028201478,3.7181716435683434
WM02340-P,PVC,H15.3,297.61353718242026,10.0,TRUE,RECORDS,8.666974681340573,5.599263896415373,3.7061378550478046
WM14229-C,CIP,S9.8,212.06619667480845,6.0,TRUE,RECORDS,8.332860752383713,5.11105018019461,2.663166469922442
WM05093-A,ACON,T7.11,18.101342381851282,6.0,TRUE,RECORDS,7.513058523279966,8.085471108040037,6.586324105335601
WM03982-D,DUC(G),S55.3,114.93044204309263,8.0,TRUE,RECORDS,6.484367947830912,6.934467755238897,3.712613850492703
WM11666-C,CIP,S9.8,886.2369168084551,,TRUE,ASBUILT,5.205577306147557,7.289532917639266,7.152745057441593
WM13320-A,ACON,S30.1,442.26356051336916,6.0,TRUE,RECORDS,7.1546010344499695,6.818699638410155,2.571241560378822
WM04187-C,CIP,T4.1,504.12138774825144,6.0,TRUE,RECORDS,8.55882322480619,4.00294622896558,7.707904572441303
WM07901-D,DUC(G),H15.1,1241.4964053446602,,TRUE,RECORDS,7.475091964339112,4.02067917070567,3.2345228558522567
WM14502-C,CIP,T9.10,214.31557864594652,16.0,TRUE,RECORDS,7.980277540361191,6.106249478960282,3.4858133932300137
WM09483-C,PVC,H26.5,155.86060464898037,14.0,FALSE,RECORDS,5.957904186908194,6.9245484055201585,6.678161228087025
WM10531-A,ACON,S45.7,895.9592871158311,,TRUE,RECORDS,7.098937376274527,7.223660696450525,3.667881572909031
WM10150-D,DUC(G),H29.6,507.1952304967417,4.0,TRUE,ASBUILT,7.058553655896826,4.594532182481613,6.157977138996966
WM00217-C,CIP,S26.2,61.91477305421722,10.0,TRUE,RECORDS,6.377960133704876,3.389238716795248,4.080109216299931
WM03762-D,DUC(K),,139.2227490378791,4.0,FALSE,ASBUILT,7.390164665353654,7.848207681357734,3.340702687923543
WM00057-P,PVC,S48.12,262.12596234656667,14.0,TRUE,RECORDS,6.006013935541636,8.010024673493865,8.00153226249481
WM07594-A,ACON,S22.11,3.8482091988262255,8.0,TRUE,RECORDS,7.185569733105315,3.993184624771991,3.1287433723346014
WM12801-D,DUC(K),R1.8,133.1794893852275,4.0,TRUE,RECORDS,7.725416567289539,3.1015809258822644,7.0236912530243
WM08297-C,CIP,S7.8,177.1745718750244,8.0,TRUE,RECORDS,6.462415130630384,2.8806397919078677,7.061499037989319
WM07706-C,CIP,,83.42251857991505,8.0,TRUE,RECORDS,7.9904310294161975,6.131071132387673,6.204345522568312
WM02528-C,CIP,S33.9,161.41892544627626,12.0,TRUE,RECORDS,6.691851702418593,8.112524670884554,1.8600505316991414
WM06375-P,PVC,H4.5,118.8813434330441,6.0,TRUE,GIS_MERGE,8.214881610411286,2.235613409041913,7.006288772295229
WM06283-P,PVC,H10.1,1051.5636159493079,,TRUE,RECORDS,7.860908645224006,5.277731883034407,4.554392776664475
WM14525-D,DUC(K),S60.2,84.0857915075394,4.0,TRUE,RECORDS,6.9774094733518215,4.798935097777177,3.1903183560359807
WM13661-P,PVC,S58.9,47.89647104787582,8.0,TRUE,GIS_MERGE,6.286443452854586,7.19600658640921,3.3139725809185197
WM06685-P,CIP,S3.12,79.85313429689995,4.0,TRUE,RECORDS,6.412791661691777,7.458473328307564,4.074205644089258
WM02170-C,CIP,S4.5,681.0837610379749,,TRUE,RECORDS,7.128716416131192,4.894979305168627,2.203333168217806
WM08005-C,CIP,T14.6,291.6926706997401,6.0,TRUE,ASBUILT,6.08324621950461,6.493347044540573,2.8520013470525325
WM08147-A,ACON,S18.9,35.82733583312074,4.0,TRUE,ASBUILT,8.032527185465222,3.629402150630019,5.87581324821708
WM10071-A,ACON,S41.9,206.39954077063157,6.0,TRUE,ASBUILT,8.42238896773858,4.482657821429397,3.811441128208457
WM00835-P,PVC,S46.5,473.94002715774695,4.0,TRUE,ASBUILT,5.5643322974142295,6.143711402995607,8.209306265641807
WM08072-D,DUC(K),H1.7,69.80362296849489,6.0,TRUE,RECORDS,7.308591973408049,8.72386252802691,4.674618348525215
WM09467-S,PVC,H17.8,177.47637336855405,4.0,TRUE,RECORDS,8.543821015553746,6.466187979818529,2.2639727248067736
WM14517-D,STP,S41.1,350.8647406059681,8.0,TRUE,GIS_MERGE,6.7689533406374975,8.316152446313273,4.786036866835693
WM01648-D,DUC(G),S42.8,202.85356818286527,14.0,TRUE,RECORDS,5.094429999124902,3.5841528754014464,4.132247322505355
WM13910-P,PVC,H6.11,74.17214777119807,8.0,TRUE,RECORDS,7.2175614078005434,7.002659474696424,7.810135975861098
WM06898-P,PVC,H23.12,9.251016158756102,14.0,TRUE,RECORDS,7.141191813362021,4.944511517292495,7.954953310750389
WM07373-C,CIP,S2.7,298.4012433957323,16.0,TRUE,RECORDS,6.789747485432733,5.6145870675507235,2.7461896250134457
WM12734-C,CIP,S34.2,296.9874084208059,6.0,TRUE,RECORDS,7.463651414529101,6.058277690543137,6.783723907442311
WM10533-P,PVC,S48.4,434.3565792710142,4.0,TRUE,RECORDS,7.027753635342388,7.14866599579556,2.443869472917094
WM11798-D,CIP,S36.12,664.3009624064434,0.0,TRUE,ASBUILT,6.3082769800343845,6.163935653124067,3.44606917663455
WM13771-C,CIP,S16.3,190.11321357561246,8.0,TRUE,ASBUILT,7.330446923760419,6.563762385100241,8.021876955442071
WM02173-C,CIP,S20.10,55.434415767937026,4.0,TRUE,RECORDS,7.466462364347006,6.356396238359371,3.281351401504983
WM09824-C,CIP,S4.10,78.21644819345238,4.0,TRUE,ASBUILT,6.6805536483001635,8.199975430036005,3.310797885800646
WM08570-C,CIP,S33.3,487.86185597131407,8.0,TRUE,ASBUILT,6.883843434784144,8.200932254933601,2.4351811599794195
WM13872-C,CIP,S17.7,177.6182610733813,8.0,TRUE,RECORDS,6.481998973858667,5.87886052859453,3.0201417413182967
WM12364-S,PVC,S62.11,299.49144683255145,8.0,TRUE,ASBUILT,6.180894207315385,5.950401610588979,2.253496026059921
WM12968-S,STW,S48.2,15.926105124955939,12.0,TRUE,ASBUILT,6.826885880792837,8.605029602568731,8.37383734773675
WM03813-P,STW,S25.8,310.848418252579,16.0,TRUE,ASBUILT,7.368892226479757,6.707728372141767,9.022065625668917
WM05104-C,CIP,S13.4,43.5693027600355,12.0,TRUE,RECORDS,5.536545842917071,4.050529941094371,3.267069467993415
WM06120-C,CIP,S27.2,242.3500499308284,8.0,TRUE,RECORDS,6.000648680704112,6.164169549021648,3.206062865109621
WM11561-P,PVC,H19.9,268.90750824801216,14.0,TRUE,RECORDS,6.529863468939926,8.516662465073912,8.077400076879606
WM07759-P,PVC,S60.3,94.47994915150048,6.0,TRUE,RECORDS,6.814349086669962,5.663903647608773,3.720604266193292
WM05978-C,CIP,S10.10,70.49246216346364,4.0,TRUE,RECORDS,6.318826476960218,6.244663343450594,7.723502780653385
WM02590-C,CIP,S18.3,610.2975493394842,0.0,TRUE,RECORDS,8.42207322988155,3.9318493416307483,7.957921216075344
WM09112-P,PVC,S59.2,277.4198380434973,10.0,TRUE,RECORDS,8.450371510638861,7.498150117382481,3.7823618791058795
WM11583-C,CIP,S10.10,151.94988475774153,14.0,TRUE,RECORDS,6.6238755495840556,8.902032676902234,3.8781128265237648
WM08958-D,DUC(G),S63.12,91.87620209407032,8.0,TRUE,ASBUILT,4.386281169977531,7.890829123277525,7.316492441541686
WM14785-P,PVC,H29.6,134.0360541574919,6.0,TRUE,ASBUILT,5.726422456116116,6.575742716711057,8.362076773769761
WM09734-D,DUC(K),S28.4,1.4095092330899206,6.0,TRUE,ASBUILT,7.44330966455526,8.40245387692576,4.0311789721457405
WM11127-P,PVC,H25.11,521.3519061601328,12.0,TRUE,ASBUILT,6.297055836857485,6.081618623177805,8.36443368039593
WM02123-D,DUC(K),,42.965969878510805,10.0,TRUE,RECORDS,7.05289631953344,5.000914264546207,7.101589096315707
WM06362-C,CIP,S24.6,340.4587557484192,4.0,TRUE,ASBUILT,7.473304404729014,4.9447661883763,2.981824037312334
WM13205-D,DUC(G),S35.4,135.48338660315494,10.0,TRUE,RECORDS,6.10918414709526,7.046679348714818,8.073836175034707
WM03965-A,PVC,H28.7,689.2510687477406,,TRUE,GIS_MERGE,7.5797770377940745,8.434094459931103,2.390649174262425
WM09592-C,CIP,S8.3,102.13857057660789,10.0,FALSE,ASBUILT,7.7289592123946536,3.169303361498457,4.799845220414626
WM11094-C,CIP,S36.9,178.30987565861142,12.0,TRUE,RECORDS,5.755302713377358,7.457871833337096,7.00226839848315
WM01209-A,ACON,S52.4,124.07892476989946,6.0,TRUE,RECORDS,7.991298193629763,7.819736753530028,7.1374548531124855
WM12781-C,CIP,S7.9,32.37444283790683,14.0,TRUE,RECORDS,7.156567548808991,6.011270510106228,2.6079505119002833
WM02740-C,CIP,S2.9,165.48790937689773,6.0,TRUE,RECORDS,7.9044894738022755,8.091407657308267,5.551989415439165
WM14208-C,CIP,S34.10,55.72614002098999,4.0,TRUE,RECORDS,7.3331767421155325,5.539906064089399,2.5296728756742586
WM07311-P,PVC,S49.4,624.4093088040827,0.0,TRUE,ASBUILT,7.493612520632139,7.524448970297893,8.235843090337093
WM01214-C,CIP,S9.3,96.16668592652422,10.0,TRUE,RECORDS,7.210308248387563,6.279465505374272,7.748725956176181
WM06358-D,DUC(K),H5.2,45.465786161752476,4.0,TRUE,ASBUILT,6.504573596237446,8.223514893450394,6.71723833960932
WM03709-D,DUC(G),S58.8,122.85507134713407,8.0,TRUE,RECORDS,7.235863082475572,5.575358978002511,6.338080452163469
WM11605-C,CIP,T2.11,466.83206678944407,6.0,TRUE,ASBUILT,6.983323181173,8.835430984702523,8.436494928172618
WM13832-L,PVC,S55.1,134.13554613256565,6.0,TRUE,ASBUILT,6.585467826492987,6.10276781314991,2.8643213536595784
WM02057-C,CIP,S14.8,55.633605375056504,4.0,TRUE,ASBUILT,5.821447948373374,5.06590748051378,3.5861438819776783
WM00097-D,DUC(G),H24.4,352.1108790913422,12.0,TRUE,RECORDS,7.262477397644417,3.5306885666288697,3.4366340418338024
WM10654-D,DUC(G),S61.5,45.34436999207537,4.0,TRUE,RECORDS,7.032180735857702,6.7787656761092325,8.880197024509185
WM01247-P,PVC,S57.1,31.375068266504968,4.0,TRUE,RECORDS,6.518537945018905,5.910072515938493,5.993045369704143
WM01491-P,PVC,H13.1,156.19060122561496,8.0,TRUE,RECORDS,6.849032644203434,4.988995673208184,2.316059921929402
WM05325-L,CIP,T12.1,82.47473166845884,4.0,TRUE,RECORDS,6.909879839609605,6.211747109144788,8.675097295390973
WM09064-C,CIP,T13.5,85.07453951523348,6.0,TRUE,RECORDS,7.578249985746325,7.2360810799499715,6.183814648320649
WM10316-A,ACON,S39.9,104.49363015327253,8.0,TRUE,RECORDS,5.858460569772815,7.800151755669624,5.656085781660975
WM13543-P,DUC(K),H1.10,78.83621548183146,6.0,TRUE,RECORDS,5.7944805864817415,7.1577313828061175,6.449122185857923
WM04716-P,PVC,S60.1,2.172327323751233,8.0,TRUE,RECORDS,6.171908646380374,8.502459314880687,3.140314219248883
WM10619-D,DUC(K),S59.11,1.761763821778004,10.0,TRUE,ASBUILT,6.89903175683239,7.502042211441536,6.653027456365052
WM06630-L,ACON,S33.6,259.3808486080743,6.0,TRUE,RECORDS,4.927915841907675,6.047760844113576,3.0340255180060782
WM00178-C,CIP,S37.6,90.73764907172881,8.0,TRUE,RECORDS,7.896662294877578,4.904645356602188,3.5800759016297037
WM13805-L,PVC,S59.4,207.41349086489208,8.0,TRUE,RECORDS,8.113399920700358,7.0735246659509965,2.1974845820859774
WM09303-C,CIP,S7.2,331.9268391795631,10.0,TRUE,RECORDS,6.607282221275453,5.939396047089491,3.4337369682733705
WM01825-C,CIP,S19.5,288.3554058585796,8.0,TRUE,RECORDS,7.725703279574327,4.467794105007813,6.409894010189529
WM11288-C,CIP,S22.4,335.998659999721,6.0,TRUE,ASBUILT,7.6607767850092205,6.826745908741594,6.471362135242588
WM13756-D,DUC(K),S50.8,171.82573339207738,4.0,FALSE,ASBUILT,6.6030498355163765,6.975227544867661,3.0428805254254567
WM06703-P,PVC,H17.2,213.89210720079427,10.0,TRUE,RECORDS,6.892968688637148,3.9801022720442316,7.027246506590968
WM13785-P,PVC,S59.11,442.1586007605438,10.0,TRUE,ASBUILT,7.518447921092837,8.242231485137454,3.4442992216308794
WM08161-S,STW,S18.2,122.13805696571944,12.0,TRUE,ASBUILT,7.0942486923332355,7.269177066449405,7.446783343744397
WM05813-D,DUC(G),S57.6,258.1989788718347,12.0,TRUE,RECORDS,7.841287995909861,4.713807379880313,7.666824568750898
WM01445-C,CIP,,9.750889034294232,8.0,TRUE,RECORDS,6.5159880407288435,4.789218939051919,5.509841122843542
WM02510-C,CIP,S30.11,281.20507637893024,4.0,FALSE,ASBUILT,7.10859225841398,2.1541456632657585,6.245313916714636
WM03374-C,CIP,S23.4,309.5601301112911,12.0,TRUE,GIS_MERGE,7.75872642549418,4.707145273040359,2.6794705467636892
WM10867-D,DUC(G),S51.3,114.86013819777872,6.0,FALSE,ASBUILT,6.630844456398439,2.3800447224076184,6.9320848621761035
WM03633-A,ACON,T12.3,69.8892664705345,6.0,TRUE,RECORDS,6.937089928828639,2.750613943302017,2.5856147895621375
WM09505-C,CIP,S21.7,363.1145583673424,4.0,TRUE,RECORDS,6.811389711734449,4.0713024686706705,2.939203739070116
WM05620-P,PVC,H9.7,450.3906278170034,6.0,TRUE,GIS_MERGE,6.344645949800369,5.938993668773039,2.756826680512757
WM00087-D,DUC(K),S35.3,14.494766040646937,4.0,TRUE,RECORDS,6.062284999989562,7.072920024273759,5.39591705797121
WM04873-P,PVC,H3.11,86.55751198754297,6.0,TRUE,ASBUILT,6.879108555406652,6.503862447416168,7.332445793302957
WM11183-C,CIP,S10.9,143.0101105390786,6.0,TRUE,RECORDS,7.657828278490796,3.3620964841562966,7.535620738416645
WM09992-A,ACON,S40.9,271.628782154934,6.0,TRUE,RECORDS,8.272930880816483,8.923891967965732,3.0486150352197705
WM05875-D,DUC(K),S40.1,24.51252356263285,6.0,TRUE,RECORDS,7.739011518253863,7.6971037565086275,3.0147028224883523
WM01201-A,ACON,S24.7,42.54665980453137,10.0,TRUE,ASBUILT,7.152462622019285,5.622872956889228,8.246887324268956
WM14431-C,CIP,S8.5,49.96949759123527,8.0,TRUE,RECORDS,7.975243711431606,6.894496671235161,6.954808679779314
WM13612-P,PVC,H3.9,31.376702987588942,10.0,TRUE,RECORDS,7.457310817705417,7.044160141941915,8.768903398196711
WM13025-C,CIP,S32.12,82.26446870865766,6.0,TRUE,ASBUILT,7.259845980908469,4.071734715168424,6.013351504319243
WM11439-P,PVC,H7.2,521.9671584351527,12.0,TRUE,RECORDS,5.876254632006778,6.679799701469083,6.196153106621349
WM05587-C,CIP,S8.12,368.0966850634941,8.0,TRUE,ASBUILT,8.047040793763992,8.113516154842404,9.425967723724433
WM14567-P,PVC,H20.4,97.62051596838864,10.0,TRUE,RECORDS,7.709615411739954,6.42930551165781,2.0680730240550664
WM01354-D,DUC(K),S48.4,269.70862548419973,6.0,TRUE,RECORDS,7.566482988220549,6.836565362653843,3.1389407194301473
WM00117-C,CIP,S3.3,134.626293195186,4.0,TRUE,RECORDS,5.8940165639056215,7.686984181520033,5.802996932074855
WM00052-P,PVC,S63.12,118.1612407770881,6.0,TRUE,RECORDS,6.633885083793599,9.007142176814309,2.576970143695058
WM05748-A,ACON,S37.7,119.42990287574503,6.0,TRUE,RECORDS,7.306945236107653,8.896155454578922,6.301189546823697
WM00516-D,DUC(K),S59.7,366.88155549088697,8.0,TRUE,RECORDS,7.753435523202403,5.243286902130827,3.967454726635607
WM11369-A,PVC,,157.57765451843443,16.0,TRUE,RECORDS,7.089601482716149,6.245013745018435,9.647641778798764
WM12447-D,DUC(G),S61.3,83.6407920339625,8.0,TRUE,RECORDS,5.997398950151359,4.790962414177945,2.8213682927919344
WM13844-P,PVC,H15.10,46.09497489442583,8.0,TRUE,RECORDS,5.637119972522493,8.560969922603407,3.099269815963439
WM04254-A,ACON,S42.10,163.74721664789104,12.0,TRUE,RECORDS,7.5610948306889,3.7451121005821255,3.2782758370131417
WM02465-C,CIP,S13.3,414.97810245506116,10.0,TRUE,RECORDS,8.266351331752563,7.449558696318736,8.573145288819571
WM06663-P,PVC,H21.10,103.59979940411722,4.0,TRUE,RECORDS,6.5601698335497,5.542104509685546,3.4428958830533025
WM12420-P,PVC,S56.5,130.6216332474578,14.0,TRUE,RECORDS,5.494415398356984,8.272748329685202,4.00900086600068
WM02545-C,CIP,S16.1,187.98712957779935,8.0,TRUE,RECORDS,7.301848014217646,3.3865808853747996,8.556264165899925
WM03701-D,DUC(K),H27.3,179.76626660173497,12.0,TRUE,RECORDS,7.036176354445587,5.655323583062662,5.916083251278401
WM12955-C,CIP,S25.1,97.78690498968353,4.0,TRUE,RECORDS,7.208660740716215,4.708228553399359,6.6444994917070535
WM09729-P,PVC,H29.9,184.86391879111034,8.0,TRUE,RECORDS,8.246908437810024,5.95062644626137,3.795277045715413
WM03388-P,PVC,H14.1,479.07800380494155,4.0,TRUE,RECORDS,6.546580254850485,4.781747253793265,3.1539889728259425
WM00696-P,PVC,H14.5,8.214014471755945,12.0,TRUE,RECORDS,6.555529625754369,8.671862881597665,3.2183436365356926
WM11214-C,CIP,S13.1,2.98891587707476,14.0,TRUE,ASBUILT,6.568372435710453,4.840555951152413,6.585196896868262
WM04439-A,CIP,S8.6,6.318525725677318,6.0,TRUE,RECORDS,7.08453436919425,6.975086287660486,9.291001690848184
WM12914-C,CIP,T11.8,115.52384583133971,12.0,TRUE,ASBUILT,6.675977436840801,6.138968641630205,3.254993486725547
WM08544-C,CIP,S24.6,296.67443505676056,10.0,TRUE,RECORDS,8.576893541833972,6.454401847785612,3.331883534727122
WM05708-D,CIP,S36.2,40.852964248253556,8.0,TRUE,RECORDS,6.783173290752275,5.046856402761829,9.01172402599433
WM05668-A,DUC(G),H5.1,89.04641315434856,8.0,TRUE,RECORDS,7.201078871839901,7.47636009005965,3.299458102964841
WM07335-D,DUC(K),S56.3,24.293987776662107,6.0,TRUE,RECORDS,5.5875408611755875,4.815621533721865,6.804321663477901
WM12825-A,ACON,S39.11,137.4679423938942,4.0,FALSE,ASBUILT,7.526709589573101,7.2108714612216005,2.888116331705216
WM13445-P,PVC,S51.7,387.11462305016903,4.0,TRUE,RECORDS,6.257941204355408,2.1683774673916743,7.610355658413892
WM08713-D,DUC(K),S40.4,321.63774001502316,4.0,TRUE,RECORDS,6.319644523835551,4.346466035332462,6.64478591271279
WM12121-D,DUC(G),S44.12,20.280333256174345,12.0,TRUE,RECORDS,5.977992459955868,5.92239084161344,6.003997713747068
WM07216-A,ACON,S33.3,188.64686012997117,10.0,TRUE,RECORDS,7.200550411250202,7.430575153633968,2.405745286199029
WM07068-D,DUC(G),H2.4,45.28480790212052,10.0,TRUE,RECORDS,7.35790343574195,4.592034945091656,8.451418549420893
WM01088-L,DUC(K),H16.2,30.323417241139396,6.0,TRUE,RECORDS,7.477125290273884,8.143962382221192,6.934464341517161
WM05880-D,DUC(K),S29.1,17.61692387364019,4.0,TRUE,ASBUILT,5.978351339485486,5.661272199017725,3.2454185590203015
WM01625-P,PVC,S62.2,395.2576571484751,8.0,TRUE,RECORDS,6.47336157978873,3.6408437676060332,7.161448859859294
WM07262-C,CIP,S9.1,181.96265341923572,4.0,TRUE,RECORDS,6.575694842400154,6.336598874740731,3.992499741123546
WM11635-C,CIP,S3.5,115.50623604077555,6.0,TRUE,RECORDS,7.966498418587456,6.12746481395944,7.461336175803279
WM11828-D,DUC(K),S36.1,252.71093490743078,4.0,TRUE,RECORDS,7.07471064659744,8.133543128011986,2.1967359983488226
WM01629-C,CIP,S3.9,52.13042846402095,12.0,TRUE,ASBUILT,6.675626086422378,4.684724516404232,2.525409820570407
WM10924-S,STW,S19.2,18.2363258374171,4.0,TRUE,GIS_MERGE,6.8540372972886745,5.614550534218456,2.312650208363248
WM01987-D,DUC(K),S61.6,91.3780137533904,14.0,TRUE,RECORDS,7.802170122637789,6.1537136573035545,3.6533458544742636
WM09772-D,DUC(G),H22.11,269.3471620905402,12.0,TRUE,RECORDS,6.881182432066168,5.493274802662757,3.0394871173873432
WM00615-P,PVC,S60.5,89.62614809405204,12.0,TRUE,RECORDS,6.800000365244535,1.9357550781806603,8.031217471888782
WM14333-C,CIP,S16.8,30.962694983223628,4.0,TRUE,RECORDS,8.225688226660461,7.44278922520297,3.9203875151350234
WM08286-P,DUC(G),H5.10,650.371830093718,0.0,TRUE,RECORDS,6.43262489117507,6.616772634553047,7.101222974395671
WM07912-C,CIP,S31.9,73.47773805251927,8.0,TRUE,RECORDS,6.984888235023671,8.377080998214986,3.3142218645057455
WM11614-A,ACON,S18.2,41.130356034736906,10.0,TRUE,RECORDS,7.186660275273432,7.820393129569171,8.652560966103117
WM06850-C,CIP,S30.11,83.4123197468798,8.0,TRUE,RECORDS,6.2208457949118126,5.529440447215962,1.9719380401769375
WM11706-D,DUC(G),S55.1,297.01152267440193,12.0,TRUE,ASBUILT,6.164467304516481,5.852916154024664,4.382315636189559
WM07088-C,CIP,S33.5,10.506439238903113,4.0,TRUE,ASBUILT,6.714366715501323,5.102811202664803,7.432449512455388
WM01886-C,CIP,S14.4,48.551648014821694,12.0,TRUE,RECORDS,6.734492234310447,7.276544251893901,2.192983009290238
WM00065-D,DUC(K),S49.4,332.89554769766255,4.0,TRUE,RECORDS,6.472863457282028,8.2902755711096,8.174069437487107
WM01064-P,PVC,H14.6,69.4914845870444,16.0,TRUE,ASBUILT,5.906339669814082,6.267774300588011,7.335930289259154
WM03421-P,PVC,S50.7,975.2485910862306,,TRUE,ASBUILT,6.702332905483336,5.369731565686788,5.994260080726428
WM08477-C,CIP,S13.11,331.72541785157955,10.0,TRUE,ASBUILT,5.7018980527517185,4.184853680723137,8.089764107172604
WM08549-D,DUC(K),H12.8,342.2060359309835,8.0,TRUE,RECORDS,6.776350050827398,5.0031330881281315,2.8824176028376987
WM10524-C,CIP,S5.11,82.23037774385011,14.0,TRUE,RECORDS,5.941804954191498,7.425257552372483,7.199119625563836
WM07583-C,CIP,S8.2,494.0205568410165,4.0,TRUE,ASBUILT,7.135444413039593,7.294483631983196,8.343540240936516
WM08785-A,ACON,S46.7,96.16771700624668,8.0,TRUE,RECORDS,9.041664719237254,3.760139834098262,2.6005174134815587
WM02334-D,DUC(G),S52.4,76.40489935709047,8.0,TRUE,RECORDS,6.654749019333454,7.634195614213967,2.467848705212193
WM08504-C,CIP,S41.2,26.448708118798095,4.0,TRUE,GIS_MERGE,6.758020279042298,8.187809804375577,3.68688655934083
WM06689-C,CIP,S24.4,554.2590029911735,10.0,FALSE,RECORDS,7.825694569934439,6.651425660558457,5.480738704531834
WM05150-S,STW,S23.10,211.94810451672674,12.0,TRUE,RECORDS,5.94851625023524,7.085421502173705,7.1726328925595455
WM13895-D,DUC(K),H4.9,57.850321767808055,8.0,TRUE,RECORDS,5.140363336125133,5.201576046703679,8.773284123832305
WM04258-C,CIP,S5.11,197.51607474097545,6.0,TRUE,RECORDS,6.854974789254714,6.117562069196764,4.058180688922157
WM10914-A,ACON,T12.9,811.7535327204678,,TRUE,ASBUILT,6.217556467257188,4.953549948400519,2.33418849338345
WM10534-D,DUC(K),R1.6,17.248673584137578,12.0,TRUE,RECORDS,6.829310614092139,4.162044171697659,2.6995311508109303
WM12539-C,CIP,,242.33814857000107,12.0,TRUE,RECORDS,6.785425587674638,7.355683544741389,3.0799405647003484
WM11459-P,PVC,H5.6,38.83076008588978,6.0,TRUE,GIS_MERGE,7.366926431424619,6.350563057226738,8.389508467054677
WM09060-P,PVC,H11.7,251.23425357390806,10.0,TRUE,RECORDS,7.389831480327978,7.833138752548318,3.3009501266776438
WM10321-L,CIP,S26.4,10.7143312936023,6.0,TRUE,RECORDS,6.828576019948674,7.725392883352833,9.944387659458549
WM10494-P,PVC,S52.5,743.8217977888562,,TRUE,RECORDS,8.01145316698714,2.7733139626909167,2.3923590429655635
WM09892-P,DUC(G),S49.1,108.2344240567545,8.0,TRUE,RECORDS,6.842785422053612,6.036135050123963,7.442915176532228
WM08940-C,CIP,S28.9,326.2428770328479,10.0,FALSE,RECORDS,6.18972855646836,7.857649703446958,3.5832019738394583
WM12871-C,CIP,S15.1,18.015040595797473,14.0,TRUE,RECORDS,7.041316120445451,5.054810021700869,3.0271861192448983
WM08781-A,ACON,S36.8,269.211290589461,8.0,TRUE,RECORDS,5.948870926413611,4.854589270971419,6.891944551117157
WM10822-D,DUC(G),S58.8,206.36544594584848,4.0,TRUE,RECORDS,6.9550012991599965,3.739829317618909,2.144181313750518
WM08171-C,CIP,S1.9,170.5565492931928,4.0,TRUE,RECORDS,6.871369440405671,2.782413275207933,7.63121603545148
WM09739-C,CIP,S25.6,246.65732763629785,8.0,TRUE,ASBUILT,7.103980348359271,7.6803834277250695,7.123951264768959
WM06561-D,DUC(G),S57.9,575.899185965849,80.0,TRUE,RECORDS,5.6568195810548145,7.3150320407462965,2.396785773829718
WM07784-P,DUC(G),H24.4,28.440762992511736,8.0,TRUE,RECORDS,7.398339142580188,4.50456043982482,2.778242580687578
WM06695-D,DUC(K),S56.8,252.92416628701903,14.0,FALSE,RECORDS,7.328300418813181,4.99522616424577,7.604093472842786
WM01740-C,CIP,S50.2,156.25085391606262,6.0,TRUE,RECORDS,7.461622603588726,3.7240830761837067,2.4346441027224075
